kpoint_fail_frac,max_band_deviation,charge_spilling_pct,compound_id,delta_per_atom_eV,robust_z
0.672,7.10851,1.22,exp_stable_Hg4Pt_mp-936,-2.5907686666666705,0.7039006502538661
0.009765625,5.47566,0.49,exp_stable_HgF2_mp-8177,0.984068888888892,0.9597209342690955
,,0.66,exp_stable_InBr_mp-22870,-3.9955475000000025,1.3576423524418193
0.30092592592592593,9.25111,0.34,exp_stable_KI_mp-22898,0.5498074999999998,0.7576287808066968
0.056,5.08699,1.22,exp_stable_KN3_mp-827,1.8210012500000052,1.349204014015311
0.6268221574344023,9.20246,18.1,exp_stable_Li2Se_mp-2286,2.42167555555556,1.6287397200329408
0.30385487528344673,9.56467,10.25,exp_stable_LiB_mp-1001835,-0.9046341666666696,0.0807754937710605
0.34,7.72835,3.96,exp_stable_Mg2Ni_mp-2137,-1.3905555555555544,0.14535766567296177
,,2.04,exp_stable_MgP4_mp-384,-0.1067631904761896,0.4520805830308731
0.1875,9.42385,2.12,exp_stable_MnAl12_mp-1104165,-8.174767400530506,3.3025252526971136
0.024691358024691357,7.3544,1.03,exp_stable_MoSe2_mp-1634,-0.9474833333333296,0.06083478389609137
,,0.76,exp_stable_NaS_mp-2400,-0.4952665624999985,0.27128283059752706
0.0078125,8.97468,0.64,exp_stable_Na_mp-10172,,
0.008,4.83598,1.34,exp_stable_Nb3Ir_mp-1458,-10.122311249999996,4.208853424098138
,,1.11,exp_stable_NbGa3_mp-1973,-0.757318125000003,0.14933193664558525
,,1.47,exp_stable_PI2_mp-29443,-0.0856709126984167,0.46189629298483315
0.06705539358600583,9.38165,1.51,exp_stable_PbSe_mp-2201,-2.48178,0.653180611785748
0.2916666666666667,9.44252,0.38,exp_stable_RbI_mp-22903,0.8192387499999998,0.883013958756508
0.1111111111111111,9.38669,1.06,exp_stable_Sc5Ge3_mp-17190,-0.5250024999999923,0.2574446220937207
0.05625,8.32477,1.89,exp_stable_ScAg2_mp-1018128,-2.6841683333333344,0.7473660382719698
0.030612244897959183,5.24205,1.43,exp_stable_ScTe_mp-10026,0.9020241666666696,0.921539794940691
0.09795918367346938,8.76522,1.67,exp_stable_SnPt_mp-19856,-5.180329999999998,1.9090043959847325
0.13392857142857142,9.42174,1.63,exp_stable_SrO2_mp-2697,-0.8542041666666709,0.10424409484836249
0.03571428571428571,7.03856,2.99,exp_stable_SrSi_mp-2661,-1.341455000000002,0.12250774794527604
,,1.58,exp_stable_Ta5Ge3_mp-17593,-5.086806874999999,1.8654815541816852
,,2.17,exp_stable_TaP_mp-1067587,-2.2731813690476166,0.5561051000845196
,,2.0,exp_stable_TaSb2_mp-11697,-1.784688333333334,0.32877517376647464
0.10204081632653061,9.45039,1.68,exp_stable_Te2Pd_mp-782,1.3781288888888903,1.14310457377974
0.08571428571428572,6.58567,1.63,exp_stable_Te2Ru_mp-267,0.656938888888894,0.8074844982108376
,,1.98,exp_stable_TeO2_mp-8377,-0.148903888888879,0.4324695729145471
0.16666666666666666,6.30857,1.56,exp_stable_Ti3In_mp-866046,-2.5967062500000013,0.706663822465113
0.104,4.3667,1.36,exp_stable_Ti3Pt_mp-2339,-3.640461250000003,1.1923959207685035
0.06285714285714286,2.02366,3.15,exp_stable_TiBe12_mp-1104067,-1.742406538461543,0.30909850161342284
0.0761904761904762,1.17941,2.39,exp_stable_TiNi_mp-1048,-1.5889549999999986,0.23768678357153628
0.09166666666666666,3.04658,0.97,exp_stable_TiO_mp-1071163,-0.1411293750000126,0.43608759720619394
,,2.11,exp_stable_TiSi2_mp-1077503,0.8801616666666708,0.9113656467937051
,,1.11,exp_stable_TlCl_mp-571079,-2.2967424999999984,0.5670697398475879
0.004464285714285714,0.0724176,2.31,exp_stable_VNi2_mp-11531,-3.104726666666663,0.9430812029504375
,,0.59,exp_stable_WO2_mp-1524394,-4.597315833333354,1.637687185992358
0.05555555555555555,9.92076,1.13,exp_stable_Zr2Au_mp-2348,-2.179190000000005,0.5123643516235258
,,1.0,exp_stable_Zr5Pb3_mp-681992,-2.33502812500001,0.5848867150631436
0.023148148148148147,0.349522,1.14,exp_stable_ZrMo2_mp-2049,-6.869564999999998,2.6951234192014133
0.74,9.07549,0.86,extension_Ag3As_mp-1183193,-6.056813750000003,2.316893499286107
